"ID","Family","Genus","Species","Sex","Exclude","Pinned","Body","Forewing left","Forewing right","Hindwing left","Hindwing right","Site","Latitude","Longitude","Climate","Date","Collector","Binomial"
982,"Lycaenidae","Deudorix","diovis","Male","Yes","Yes","n","n","y","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Deudorix diovis"
983,"Pieridae","Eurema","smilax","Female","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Eurema smilax"
984,"Pieridae","Pieris","rapae","Female","No","No","n","n","y","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Pieris rapae"
985,"Lycaenidae","Lampides","boeticus","Female","No","No","n","y","n","y","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Lampides boeticus"
986,"Hesperiidae","Cephrenes","augiades","Male","Yes","Yes","n","y","y","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Cephrenes augiades"
987,"Lycaenidae","Candalides","absimilis","Female","Yes","Yes","n","n","y","n","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Candalides absimilis"
988,"Lycaenidae","Lampides","boeticus","Female","No","No","n","y","n","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Lampides boeticus"
989,"Pieridae","Eurema","smilax","Female","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Eurema smilax"
990,"Pieridae","Pieris","rapae","Male","No","No","n","n","y","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Pieris rapae"
991,"Lycaenidae","Leptotes","plinius","Male","No","No","n","n","n","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Leptotes plinius"
992,"Lycaenidae","Leptotes","plinius","Male","No","No","n","y","y","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Leptotes plinius"
993,"Lycaenidae","Catopyrops","florinda","Male","No","No","y","n","n","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Catopyrops florinda"
994,"Pieridae","Eurema","smilax","Female","No","No","n","n","n","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Eurema smilax"
995,"Pieridae","Eurema","smilax","Female","No","No","n","n","y","n","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Eurema smilax"
996,"Lycaenidae","Zizina","otis","Female","No","No","y","n","n","y","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Zizina otis"
997,"Pieridae","Pieris","rapae","Female","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Pieris rapae"
998,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Zizina otis"
999,"Lycaenidae","Lampides","boeticus","Female","Yes","Yes","n","n","n","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Lampides boeticus"
1000,"Pieridae","Belenois","java","Female","No","No","n","n","n","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","HS","Belenois java"
1001,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","CI","Zizina otis"
1002,"Lycaenidae","Lampides","boeticus","Male","No","No","n","y","y","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","CI","Lampides boeticus"
1003,"Lycaenidae","Lampides","boeticus","Female","No","No","n","n","n","y","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Lampides boeticus"
1004,"Pieridae","Eurema","smilax","Female","No","No","n","n","y","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Eurema smilax"
1005,"Pieridae","Pieris","rapae","Male","No","No","n","n","y","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Pieris rapae"
1006,"Lycaenidae","Leptotes","plinius","Male","Yes","Yes","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","CI","Leptotes plinius"
1007,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Zizina otis"
1008,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","y","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Zizina otis"
1009,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Zizina otis"
1010,"Lycaenidae","Lampides","boeticus","Female","No","No","y","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Lampides boeticus"
1011,"Lycaenidae","Lampides","boeticus","Female","No","No","n","y","n","y","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Lampides boeticus"
1012,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Zizina otis"
1013,"Pieridae","Eurema","smilax","Female","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Eurema smilax"
1014,"Nymphalidae","Cupha","prosope","Female","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Cupha prosope"
1015,"Lycaenidae","Lampides","boeticus","Female","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Lampides boeticus"
1016,"Lycaenidae","Lampides","boeticus","Female","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Lampides boeticus"
1017,"Lycaenidae","Zizina","otis","Female","No","No","n","y","n","n","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Zizina otis"
1018,"Lycaenidae","Lampides","boeticus","Male","No","No","n","n","n","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Lampides boeticus"
1019,"Pieridae","Eurema","smilax","Female","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Eurema smilax"
1020,"Lycaenidae","Catopyrops","ancyra","Male","No","No","n","n","n","n","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Catopyrops ancyra"
1021,"Pieridae","Eurema","hecabe","Male","No","No","n","n","y","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Eurema hecabe"
1022,"Hesperiidae","Suniana","sunias","Female","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Suniana sunias"
1023,"Pieridae","Belenois","java","Male","No","No","n","n","n","y","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Belenois java"
1024,"Lycaenidae","Lampides","boeticus","Male","No","No","n","n","n","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Lampides boeticus"
1025,"Pieridae","Eurema","smilax","Female","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Eurema smilax"
1026,"Lycaenidae","Lampides","boeticus","Female","No","No","n","n","y","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Lampides boeticus"
1027,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","y","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Zizina otis"
1028,"Pieridae","Eurema","smilax","Female","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","CI","Eurema smilax"
1029,"Pieridae","Eurema","smilax","Male","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","CI","Eurema smilax"
1030,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","SS","Zizina otis"
1031,"Pieridae","Belenois","java","Male","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","CI","Belenois java"
1032,"Nymphalidae","Junonia","villida","Female","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","CI","Junonia villida"
1033,"Pieridae","Belenois","java","Male","No","No","n","n","n","y","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","CI","Belenois java"
1034,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","n","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Zizina otis"
1035,"Lycaenidae","Leptotes","plinius","Female","No","No","n","n","n","y","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Leptotes plinius"
1036,"Lycaenidae","Lampides","boeticus","Male","No","No","n","n","y","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","CI","Lampides boeticus"
1037,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Zizina otis"
1038,"Hesperiidae","Ocybadistes","flavovittatus","Female","Yes","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Ocybadistes flavovittatus"
1039,"Lycaenidae","Zizina","otis","Female","No","No","n","n","y","y","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Zizina otis"
1040,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Zizina otis"
1041,"Lycaenidae","Lampides","boeticus","Male","No","No","n","n","n","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","CI","Lampides boeticus"
1042,"Pieridae","Pieris","rapae","Female","No","No","n","n","n","n","n","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","CI","Pieris rapae"
1043,"Lycaenidae","Lampides","boeticus","Male","No","No","n","n","n","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Lampides boeticus"
1044,"Pieridae","Eurema","smilax","Female","No","No","n","n","n","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","CI","Eurema smilax"
1045,"Pieridae","Eurema","hecabe","Male","No","No","n","n","y","n","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Eurema hecabe"
1046,"Lycaenidae","Leptotes","plinius","Male","No","No","n","n","n","n","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Leptotes plinius"
1047,"Lycaenidae","Leptotes","plinius","Male","No","No","n","y","n","y","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Leptotes plinius"
1048,"Lycaenidae","Leptotes","plinius","Male","No","No","n","n","n","n","y","BBG",-27.47301888,152.97718,"Subtropical","20/09/2022","MFE","Leptotes plinius"
